"TreeID","Year","first_stage2_date","April_Days","Air_Temp","Air_Temp_Max","Air_Temp_Min","Grass_Temp","Rain_mm_Tot"
2433,2024,2024-04-16,15,9.7,13.8,5.6,17.4,1.8
2434,2011,2011-04-08,7,12.4,18.1,4.8,23.9,0
2434,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
2434,2021,2021-05-06,35,6.7,13.3,0.1,14.4,0.4
2434,2022,2022-04-11,10,8.9,15.4,3.2,12.3,0.7
2434,2023,2023-04-19,18,8.8,13.3,2.9,18.2,2.9
2434,2024,2024-04-05,4,9.7,13.8,5.6,17.4,1.8
2435,2011,2011-04-12,11,12.4,18.1,4.8,23.9,0
2435,2013,2013-05-05,34,8,12.1,2.4,21.8,1.4
2435,2018,2018-04-24,23,11.3,15.1,6.7,19,2.9
2435,2021,2021-05-06,35,6.7,13.3,0.1,14.4,0.4
2435,2022,2022-04-29,28,8.9,15.4,3.2,12.3,0.7
2435,2024,2024-04-16,15,9.7,13.8,5.6,17.4,1.8
2436,2011,2011-04-12,11,12.4,18.1,4.8,23.9,0
2436,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
2438,2011,2011-04-20,19,12.4,18.1,4.8,23.9,0
2438,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
2439,2011,2011-04-22,21,12.4,18.1,4.8,23.9,0
2439,2013,2013-05-15,44,8,12.1,2.4,21.8,1.4
2439,2024,2024-04-09,8,9.7,13.8,5.6,17.4,1.8
2440,2011,2011-04-20,19,12.4,18.1,4.8,23.9,0
2440,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
2440,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2440,2022,2022-04-26,25,8.9,15.4,3.2,12.3,0.7
2441,2011,2011-04-18,17,12.4,18.1,4.8,23.9,0
2441,2013,2013-05-05,34,8,12.1,2.4,21.8,1.4
2442,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
2442,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
2443,2011,2011-04-12,11,12.4,18.1,4.8,23.9,0
2443,2013,2013-05-05,34,8,12.1,2.4,21.8,1.4
2444,2011,2011-04-16,15,12.4,18.1,4.8,23.9,0
2444,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
2445,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
2445,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
2446,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
2446,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
2447,2011,2011-04-06,5,12.4,18.1,4.8,23.9,0
2447,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
2448,2011,2011-04-14,13,12.4,18.1,4.8,23.9,0
2448,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
2449,2011,2011-04-12,11,12.4,18.1,4.8,23.9,0
2450,2011,2011-04-08,7,12.4,18.1,4.8,23.9,0
2450,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
2451,2011,2011-04-06,5,12.4,18.1,4.8,23.9,0
2451,2013,2013-04-25,24,8,12.1,2.4,21.8,1.4
2452,2011,2011-04-08,7,12.4,18.1,4.8,23.9,0
2453,2011,2011-04-16,15,12.4,18.1,4.8,23.9,0
2453,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
2454,2011,2011-04-18,17,12.4,18.1,4.8,23.9,0
2454,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
2455,2011,2011-04-22,21,12.4,18.1,4.8,23.9,0
2455,2013,2013-05-09,38,8,12.1,2.4,21.8,1.4
2456,2011,2011-04-22,21,12.4,18.1,4.8,23.9,0
2456,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
2457,2011,2011-04-24,23,12.4,18.1,4.8,23.9,0
2457,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
2458,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
2458,2013,2013-04-29,28,8,12.1,2.4,21.8,1.4
2459,2011,2011-04-16,15,12.4,18.1,4.8,23.9,0
2459,2013,2013-05-05,34,8,12.1,2.4,21.8,1.4
2460,2011,2011-04-18,17,12.4,18.1,4.8,23.9,0
2460,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
2461,2011,2011-04-18,17,12.4,18.1,4.8,23.9,0
2461,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
2462,2011,2011-04-12,11,12.4,18.1,4.8,23.9,0
2462,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
2463,2011,2011-04-10,9,12.4,18.1,4.8,23.9,0
2463,2013,2013-05-05,34,8,12.1,2.4,21.8,1.4
2464,2011,2011-04-18,17,12.4,18.1,4.8,23.9,0
2464,2013,2013-05-07,36,8,12.1,2.4,21.8,1.4
2465,2011,2011-04-18,17,12.4,18.1,4.8,23.9,0
2465,2013,2013-05-09,38,8,12.1,2.4,21.8,1.4
2466,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2466,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
2466,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2466,2021,2021-04-27,26,6.7,13.3,0.1,14.4,0.4
2466,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
2466,2023,2023-04-26,25,8.8,13.3,2.9,18.2,2.9
2466,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2467,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2467,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
2468,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2468,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
2469,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2469,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
2469,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2469,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2470,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2470,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
2471,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2471,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2472,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2472,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
2472,2018,2018-04-24,23,11.3,15.1,6.7,19,2.9
2473,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2473,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2473,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
2473,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2474,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2474,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
2474,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2474,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2475,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2475,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2475,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
2475,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
2475,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2475,2021,2021-05-03,32,6.7,13.3,0.1,14.4,0.4
2475,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
2475,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2475,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2476,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2476,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2476,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2476,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2477,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2477,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2477,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
2477,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
2477,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2477,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
2477,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2477,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2478,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2478,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
2478,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2478,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
2478,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2479,2011,2011-04-14,13,12.4,18.1,4.8,23.9,0
2479,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
2479,2022,2022-04-11,10,8.9,15.4,3.2,12.3,0.7
2479,2024,2024-04-11,10,9.7,13.8,5.6,17.4,1.8
2480,2011,2011-04-26,25,12.4,18.1,4.8,23.9,0
2480,2013,2013-05-23,52,8,12.1,2.4,21.8,1.4
2481,2011,2011-04-18,17,12.4,18.1,4.8,23.9,0
2481,2013,2013-05-09,38,8,12.1,2.4,21.8,1.4
2482,2011,2011-04-16,15,12.4,18.1,4.8,23.9,0
2482,2013,2013-05-09,38,8,12.1,2.4,21.8,1.4
2483,2011,2011-04-12,11,12.4,18.1,4.8,23.9,0
2483,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
2484,2011,2011-04-14,13,12.4,18.1,4.8,23.9,0
2484,2013,2013-05-09,38,8,12.1,2.4,21.8,1.4
2485,2011,2011-04-14,13,12.4,18.1,4.8,23.9,0
2485,2013,2013-05-03,32,8,12.1,2.4,21.8,1.4
2486,2011,2011-04-14,13,12.4,18.1,4.8,23.9,0
2486,2013,2013-05-01,30,8,12.1,2.4,21.8,1.4
2486,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2486,2022,2022-04-19,18,8.9,15.4,3.2,12.3,0.7
2487,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
2487,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2488,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2488,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
2489,2011,2011-04-15,14,12.4,18.1,4.8,23.9,0
2489,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
2490,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2490,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
2490,2023,2023-04-26,25,8.8,13.3,2.9,18.2,2.9
2490,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2491,2011,2011-04-21,20,12.4,18.1,4.8,23.9,0
2491,2013,2013-05-10,39,8,12.1,2.4,21.8,1.4
2491,2018,2018-04-24,23,11.3,15.1,6.7,19,2.9
2491,2021,2021-05-20,49,6.7,13.3,0.1,14.4,0.4
2491,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
2491,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2492,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2492,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2493,2011,2011-04-17,16,12.4,18.1,4.8,23.9,0
2493,2013,2013-05-08,37,8,12.1,2.4,21.8,1.4
2494,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2494,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2494,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
2494,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
2494,2018,2018-04-16,15,11.3,15.1,6.7,19,2.9
2494,2021,2021-04-21,20,6.7,13.3,0.1,14.4,0.4
2494,2022,2022-04-07,6,8.9,15.4,3.2,12.3,0.7
2494,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2494,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2495,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2495,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
2496,2011,2011-04-15,14,12.4,18.1,4.8,23.9,0
2496,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
2496,2018,2018-05-05,34,11.3,15.1,6.7,19,2.9
2496,2022,2022-04-22,21,8.9,15.4,3.2,12.3,0.7
2496,2024,2024-04-30,29,9.7,13.8,5.6,17.4,1.8
2497,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2497,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
2497,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
2497,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
2497,2018,2018-04-16,15,11.3,15.1,6.7,19,2.9
2497,2021,2021-04-27,26,6.7,13.3,0.1,14.4,0.4
2497,2022,2022-04-07,6,8.9,15.4,3.2,12.3,0.7
2497,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2497,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2498,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2498,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2499,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2499,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2499,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2499,2022,2022-04-20,19,8.9,15.4,3.2,12.3,0.7
2499,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2500,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2500,2012,2012-04-22,21,8.1,11.7,2.4,23.8,4
2501,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2501,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2501,2022,2022-04-25,24,8.9,15.4,3.2,12.3,0.7
2501,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2501,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2502,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2502,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
2503,2011,2011-04-13,12,12.4,18.1,4.8,23.9,0
2503,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2503,2018,2018-04-24,23,11.3,15.1,6.7,19,2.9
2503,2021,2021-05-20,49,6.7,13.3,0.1,14.4,0.4
2503,2022,2022-04-25,24,8.9,15.4,3.2,12.3,0.7
2503,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2504,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2504,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2505,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
2505,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
2506,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2506,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2506,2023,2023-04-26,25,8.8,13.3,2.9,18.2,2.9
2506,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2507,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2507,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2507,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2508,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
2508,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2508,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2508,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2509,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
2509,2013,2013-05-04,33,8,12.1,2.4,21.8,1.4
2510,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2510,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
2511,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2511,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2511,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2511,2022,2022-04-28,27,8.9,15.4,3.2,12.3,0.7
2511,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2512,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2512,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2512,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2513,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2514,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2514,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2515,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2515,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2516,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2516,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
2517,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2517,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2517,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
2517,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
2517,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2517,2022,2022-04-25,24,8.9,15.4,3.2,12.3,0.7
2517,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2517,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2518,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2518,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2519,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2519,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2520,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
2520,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
2520,2021,2021-04-27,26,6.7,13.3,0.1,14.4,0.4
2520,2022,2022-04-25,24,8.9,15.4,3.2,12.3,0.7
2520,2023,2023-04-26,25,8.8,13.3,2.9,18.2,2.9
2520,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2521,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2521,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
2522,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2522,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2523,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2523,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2523,2016,2016-04-26,25,8.7,12.4,2.5,22.5,1.4
2523,2017,2017-04-18,17,10,14.4,2.2,25.3,0.1
2523,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2523,2021,2021-04-27,26,6.7,13.3,0.1,14.4,0.4
2523,2022,2022-04-25,24,8.9,15.4,3.2,12.3,0.7
2523,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2523,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2524,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2524,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
2524,2022,2022-04-28,27,8.9,15.4,3.2,12.3,0.7
2524,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2524,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2525,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2525,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2525,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2525,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2526,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2526,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2526,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2526,2021,2021-04-16,15,6.7,13.3,0.1,14.4,0.4
2526,2022,2022-04-25,24,8.9,15.4,3.2,12.3,0.7
2526,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2526,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2527,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2527,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2527,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2527,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2528,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
2528,2013,2013-05-06,35,8,12.1,2.4,21.8,1.4
2529,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2529,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
2529,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2529,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2530,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2530,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2531,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2531,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2532,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2532,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2533,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2533,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2534,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2534,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2534,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2534,2022,2022-04-25,24,8.9,15.4,3.2,12.3,0.7
2534,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2535,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
2535,2013,2013-06-11,71,8,12.1,2.4,21.8,1.4
2536,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2536,2013,2013-04-26,25,8,12.1,2.4,21.8,1.4
2537,2011,2011-04-11,10,12.4,18.1,4.8,23.9,0
2537,2013,2013-05-02,31,8,12.1,2.4,21.8,1.4
2537,2018,2018-04-21,20,11.3,15.1,6.7,19,2.9
2537,2021,2021-05-03,32,6.7,13.3,0.1,14.4,0.4
2537,2022,2022-04-25,24,8.9,15.4,3.2,12.3,0.7
2537,2023,2023-04-18,17,8.8,13.3,2.9,18.2,2.9
2537,2024,2024-04-12,11,9.7,13.8,5.6,17.4,1.8
2538,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2538,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
2539,2011,2011-04-09,8,12.4,18.1,4.8,23.9,0
2539,2013,2013-04-30,29,8,12.1,2.4,21.8,1.4
2540,2012,2012-04-01,0,8.1,11.7,2.4,23.8,4
2541,2012,2012-04-17,16,8.1,11.7,2.4,23.8,4
2542,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2543,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2544,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2545,2012,2012-04-13,12,8.1,11.7,2.4,23.8,4
2546,2012,2012-05-07,36,8.1,11.7,2.4,23.8,4
2547,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2548,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2549,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2550,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2551,2012,2012-04-27,26,8.1,11.7,2.4,23.8,4
2552,2012,2012-04-17,16,8.1,11.7,2.4,23.8,4
2553,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2554,2012,2012-04-09,8,8.1,11.7,2.4,23.8,4
2555,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2556,2012,2012-05-03,32,8.1,11.7,2.4,23.8,4
2557,2012,2012-04-27,26,8.1,11.7,2.4,23.8,4
2558,2012,2012-04-17,16,8.1,11.7,2.4,23.8,4
2559,2012,2012-04-27,26,8.1,11.7,2.4,23.8,4
2560,2012,2012-04-15,14,8.1,11.7,2.4,23.8,4
2561,2012,2012-05-03,32,8.1,11.7,2.4,23.8,4
2562,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2563,2012,2012-04-21,20,8.1,11.7,2.4,23.8,4
2564,2012,2012-05-19,48,8.1,11.7,2.4,23.8,4
2565,2012,2012-04-13,12,8.1,11.7,2.4,23.8,4
2566,2012,2012-04-13,12,8.1,11.7,2.4,23.8,4
2567,2012,2012-04-21,20,8.1,11.7,2.4,23.8,4
2568,2012,2012-05-07,36,8.1,11.7,2.4,23.8,4
2569,2012,2012-03-29,-3,8.1,11.7,2.4,23.8,4
2570,2012,2012-04-09,8,8.1,11.7,2.4,23.8,4
2571,2012,2012-04-17,16,8.1,11.7,2.4,23.8,4
2572,2012,2012-04-09,8,8.1,11.7,2.4,23.8,4
2573,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2574,2012,2012-05-03,32,8.1,11.7,2.4,23.8,4
2575,2012,2012-04-19,18,8.1,11.7,2.4,23.8,4
2576,2012,2012-04-05,4,8.1,11.7,2.4,23.8,4
2576,2018,2018-04-16,15,11.3,15.1,6.7,19,2.9
2577,2012,2012-04-21,20,8.1,11.7,2.4,23.8,4
2578,2012,2012-05-05,34,8.1,11.7,2.4,23.8,4
2579,2012,2012-05-07,36,8.1,11.7,2.4,23.8,4
2580,2012,2012-04-05,4,8.1,11.7,2.4,23.8,4
2581,2012,2012-05-13,42,8.1,11.7,2.4,23.8,4
2582,2012,2012-04-21,20,8.1,11.7,2.4,23.8,4
2583,2012,2012-04-19,18,8.1,11.7,2.4,23.8,4
2584,2012,2012-05-07,36,8.1,11.7,2.4,23.8,4
2585,2012,2012-04-05,4,8.1,11.7,2.4,23.8,4
2586,2012,2012-04-13,12,8.1,11.7,2.4,23.8,4
2587,2012,2012-04-09,8,8.1,11.7,2.4,23.8,4
2588,2012,2012-04-25,24,8.1,11.7,2.4,23.8,4
2589,2012,2012-04-05,4,8.1,11.7,2.4,23.8,4
2590,2012,2012-04-13,12,8.1,11.7,2.4,23.8,4
2591,2012,2012-04-07,6,8.1,11.7,2.4,23.8,4
2592,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2593,2012,2012-04-15,14,8.1,11.7,2.4,23.8,4
2594,2011,2011-04-07,6,12.4,18.1,4.8,23.9,0
2594,2013,2013-04-28,27,8,12.1,2.4,21.8,1.4
2595,2012,2012-04-27,26,8.1,11.7,2.4,23.8,4
2596,2012,2012-04-15,14,8.1,11.7,2.4,23.8,4
2597,2012,2012-04-09,8,8.1,11.7,2.4,23.8,4
2598,2012,2012-04-21,20,8.1,11.7,2.4,23.8,4
2599,2012,2012-05-01,30,8.1,11.7,2.4,23.8,4
2600,2012,2012-04-19,18,8.1,11.7,2.4,23.8,4
2601,2012,2012-04-15,14,8.1,11.7,2.4,23.8,4
2602,2012,2012-04-15,14,8.1,11.7,2.4,23.8,4
2603,2012,2012-04-01,0,8.1,11.7,2.4,23.8,4
2604,2012,2012-04-19,18,8.1,11.7,2.4,23.8,4
2605,2012,2012-04-01,0,8.1,11.7,2.4,23.8,4
2606,2012,2012-04-01,0,8.1,11.7,2.4,23.8,4
2607,2012,2012-04-09,8,8.1,11.7,2.4,23.8,4
2608,2012,2012-04-01,0,8.1,11.7,2.4,23.8,4
2609,2012,2012-04-19,18,8.1,11.7,2.4,23.8,4
2610,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2611,2012,2012-03-29,-3,8.1,11.7,2.4,23.8,4
2612,2012,2012-04-23,22,8.1,11.7,2.4,23.8,4
2613,2012,2012-04-09,8,8.1,11.7,2.4,23.8,4
2614,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2615,2012,2012-04-09,8,8.1,11.7,2.4,23.8,4
2616,2012,2012-04-11,10,8.1,11.7,2.4,23.8,4
2617,2012,2012-04-03,2,8.1,11.7,2.4,23.8,4
2618,2012,2012-03-29,-3,8.1,11.7,2.4,23.8,4
