"TreeID","Year","first_stage2_date","Julian_Day"
1403,2015,2015-04-18,108
1403,2016,2016-04-18,109
1403,2017,2017-04-13,103
1403,2018,2018-04-20,110
1403,2023,2023-04-28,118
1403,2024,2024-04-18,109
1404,2009,2009-04-13,103
1404,2011,2011-04-09,99
1404,2013,2013-05-02,122
1404,2018,2018-04-20,110
1404,2022,2022-04-11,101
1404,2024,2024-04-18,109
1405,2009,2009-04-17,107
1405,2010,2010-05-01,121
1405,2011,2011-04-11,101
1405,2012,2012-04-10,101
1405,2013,2013-05-02,122
1405,2015,2015-04-18,108
1405,2016,2016-04-22,113
1405,2017,2017-04-10,100
1405,2018,2018-04-20,110
1405,2021,2021-05-03,123
1405,2022,2022-04-20,110
1405,2023,2023-04-28,118
1406,2009,2009-04-29,119
1406,2011,2011-04-27,117
1406,2013,2013-05-18,138
1407,2009,2009-04-23,113
1407,2011,2011-04-19,109
1407,2013,2013-05-10,130
1408,2009,2009-04-25,115
1409,2009,2009-04-11,101
1409,2011,2011-05-05,125
1409,2013,2013-05-02,122
1409,2018,2018-04-20,110
1409,2022,2022-04-20,110
1410,2009,2009-04-12,102
1410,2011,2011-04-14,104
1410,2013,2013-04-29,119
1411,2009,2009-04-14,104
1411,2011,2011-04-14,104
1411,2013,2013-04-29,119
1411,2018,2018-04-21,111
1411,2021,2021-04-30,120
1411,2022,2022-04-11,101
1411,2023,2023-04-25,115
1411,2024,2024-04-10,101
1412,2009,2009-04-14,104
1412,2011,2011-04-08,98
1412,2013,2013-04-27,117
1413,2009,2009-04-16,106
1413,2011,2011-04-12,102
1413,2013,2013-05-03,123
1413,2023,2023-04-25,115
1414,2009,2009-04-16,106
1414,2011,2011-04-12,102
1414,2013,2013-05-01,121
1414,2018,2018-04-21,111
1414,2021,2021-04-30,120
1414,2022,2022-04-22,112
1414,2023,2023-04-25,115
1414,2024,2024-04-10,101
1415,2009,2009-04-24,114
1415,2011,2011-04-14,104
1415,2013,2013-05-05,125
1416,2009,2009-04-24,114
1416,2011,2011-04-12,102
1416,2013,2013-05-07,127
1416,2024,2024-04-25,116
1417,2009,2009-04-16,106
1417,2010,2010-04-25,115
1417,2011,2011-04-12,102
1417,2012,2012-04-22,113
1417,2013,2013-05-09,129
1417,2015,2015-04-21,111
1417,2016,2016-04-28,119
1417,2017,2017-04-10,100
1417,2018,2018-04-25,115
1417,2021,2021-05-24,144
1417,2022,2022-04-11,101
1417,2024,2024-04-10,101
1418,2009,2009-04-22,112
1418,2011,2011-04-12,102
1418,2013,2013-05-03,123
1418,2024,2024-04-10,101
1419,2009,2009-04-02,92
1419,2011,2011-04-12,102
1419,2013,2013-04-27,117
1420,2009,2009-04-16,106
1420,2010,2010-04-21,111
1420,2011,2011-04-12,102
1420,2012,2012-04-22,113
1420,2013,2013-05-01,121
1420,2015,2015-04-21,111
1420,2016,2016-04-18,109
1420,2017,2017-04-10,100
1420,2018,2018-04-21,111
1420,2021,2021-04-30,120
1420,2022,2022-04-11,101
1420,2023,2023-04-25,115
1420,2024,2024-04-10,101
1421,2009,2009-04-12,102
1421,2016,2016-05-02,123
1421,2017,2017-05-04,124
1421,2018,2018-04-25,115
1421,2022,2022-04-25,115
1422,2009,2009-04-14,104
1422,2011,2011-04-16,106
1422,2013,2013-05-07,127
1422,2022,2022-06-07,158
1423,2009,2009-04-02,92
1423,2010,2010-04-19,109
1423,2011,2011-04-06,96
1423,2012,2012-03-28,88
1423,2013,2013-04-25,115
1423,2015,2015-04-14,104
1423,2016,2016-04-14,105
1423,2017,2017-04-10,100
1423,2018,2018-04-21,111
1423,2021,2021-04-20,110
1423,2022,2022-04-04,94
1423,2023,2023-04-17,107
1423,2024,2024-04-10,101
1424,2009,2009-04-16,106
1424,2011,2011-04-12,102
1424,2013,2013-04-27,117
1424,2016,2016-04-24,115
1424,2017,2017-04-13,103
1424,2018,2018-04-17,107
1424,2021,2021-04-30,120
1424,2022,2022-04-20,110
1424,2023,2023-04-26,116
1425,2009,2009-04-20,110
1425,2011,2011-04-12,102
1425,2013,2013-05-03,123
1425,2024,2024-04-10,101
1426,2009,2009-04-04,94
1426,2010,2010-04-21,111
1426,2011,2011-04-08,98
1426,2012,2012-03-28,88
1426,2013,2013-04-25,115
1426,2015,2015-04-11,101
1426,2016,2016-04-14,105
1426,2017,2017-04-07,97
1426,2018,2018-04-21,111
1426,2021,2021-04-14,104
1426,2022,2022-04-11,101
1426,2023,2023-04-17,107
1427,2009,2009-04-18,108
1427,2010,2010-04-21,111
1427,2011,2011-04-10,100
1427,2012,2012-04-04,95
1427,2013,2013-05-01,121
1427,2015,2015-04-21,111
1427,2016,2016-04-18,109
1427,2017,2017-04-10,100
1427,2018,2018-04-21,111
1427,2021,2021-04-26,116
1427,2022,2022-04-20,110
1427,2023,2023-04-26,116
1428,2009,2009-04-20,110
1428,2011,2011-04-16,106
1428,2013,2013-05-05,125
1429,2009,2009-04-18,108
1429,2011,2011-04-16,106
1429,2013,2013-05-07,127
1430,2009,2009-04-16,106
1430,2011,2011-04-16,106
1430,2013,2013-05-03,123
1431,2009,2009-04-20,110
1431,2011,2011-04-20,110
1431,2013,2013-05-05,125
1432,2009,2009-04-20,110
1432,2011,2011-04-12,102
1432,2013,2013-05-17,137
1433,2009,2009-04-28,118
1433,2011,2011-04-18,108
1433,2013,2013-05-07,127
1434,2009,2009-04-20,110
1434,2011,2011-04-16,106
1434,2013,2013-05-07,127
1434,2018,2018-04-21,111
1434,2022,2022-04-20,110
1434,2024,2024-04-10,101
1435,2009,2009-04-06,96
1435,2011,2011-04-12,102
1435,2013,2013-04-27,117
1435,2018,2018-04-17,107
1435,2021,2021-04-26,116
1435,2022,2022-04-20,110
1435,2023,2023-04-17,107
1435,2024,2024-04-10,101
1436,2009,2009-04-16,106
1436,2011,2011-04-08,98
1436,2013,2013-04-27,117
1436,2018,2018-04-21,111
1436,2022,2022-04-20,110
1436,2024,2024-04-10,101
1437,2009,2009-04-16,106
1437,2010,2010-04-19,109
1437,2011,2011-04-08,98
1437,2012,2012-04-24,115
1437,2013,2013-04-27,117
1437,2015,2015-04-17,107
1437,2016,2016-04-18,109
1437,2017,2017-04-10,100
1437,2018,2018-04-21,111
1437,2022,2022-04-20,110
1437,2023,2023-04-26,116
1437,2024,2024-04-10,101
1438,2009,2009-04-02,92
1438,2011,2011-03-30,89
1438,2013,2013-04-25,115
1439,2009,2009-04-02,92
1439,2011,2011-03-30,89
1439,2013,2013-04-23,113
1440,2009,2009-04-14,104
1440,2011,2011-04-08,98
1440,2013,2013-05-01,121
1441,2009,2009-04-02,92
1441,2011,2011-03-30,89
1441,2013,2013-04-25,115
1442,2009,2009-04-02,92
1442,2011,2011-04-04,94
1442,2013,2013-04-25,115
1443,2009,2009-04-24,114
1443,2011,2011-04-16,106
1443,2013,2013-05-07,127
1444,2009,2009-04-12,102
1444,2010,2010-04-19,109
1444,2011,2011-04-10,100
1444,2012,2012-04-16,107
1444,2013,2013-04-25,115
1444,2015,2015-04-21,111
1444,2016,2016-04-18,109
1444,2017,2017-04-10,100
1444,2018,2018-04-21,111
1445,2009,2009-04-18,108
1445,2011,2011-04-12,102
1445,2013,2013-05-01,121
1445,2016,2016-04-24,115
1445,2017,2017-04-15,105
1445,2018,2018-04-21,111
1445,2022,2022-05-02,122
1446,2009,2009-04-20,110
1446,2011,2011-04-12,102
1446,2013,2013-05-05,125
1447,2009,2009-04-16,106
1447,2011,2011-04-08,98
1447,2013,2013-05-03,123
1447,2018,2018-04-21,111
1447,2022,2022-06-07,158
1448,2009,2009-04-22,112
1448,2010,2010-04-29,119
1448,2011,2011-04-18,108
1448,2012,2012-05-02,123
1448,2013,2013-05-03,123
1448,2015,2015-04-19,109
1448,2016,2016-04-18,109
1448,2017,2017-04-10,100
1448,2018,2018-04-21,111
1448,2021,2021-04-26,116
1448,2022,2022-04-20,110
1448,2023,2023-04-26,116
1449,2009,2009-04-16,106
1449,2011,2011-04-10,100
1449,2013,2013-05-01,121
1449,2018,2018-04-21,111
1449,2022,2022-04-20,110
1449,2024,2024-04-10,101
1450,2009,2009-04-24,114
1450,2010,2010-05-01,121
1450,2011,2011-04-18,108
1450,2012,2012-05-04,125
1450,2013,2013-05-07,127
1450,2015,2015-04-25,115
1450,2016,2016-05-02,123
1450,2017,2017-04-15,105
1450,2018,2018-04-21,111
1450,2021,2021-05-24,144
1450,2022,2022-04-20,110
1450,2024,2024-04-10,101
1451,2009,2009-04-16,106
1451,2011,2011-04-16,106
1451,2013,2013-05-03,123
1452,2009,2009-04-12,102
1452,2010,2010-04-19,109
1452,2011,2011-04-10,100
1452,2012,2012-04-02,93
1452,2013,2013-04-27,117
1452,2015,2015-04-17,107
1452,2016,2016-04-14,105
1452,2017,2017-04-07,97
1452,2018,2018-04-21,111
1452,2021,2021-04-26,116
1452,2022,2022-04-20,110
1452,2023,2023-04-17,107
1452,2024,2024-04-10,101
1453,2009,2009-04-08,98
1453,2011,2011-04-06,96
1453,2013,2013-04-27,117
1454,2009,2009-04-06,96
1454,2011,2011-04-04,94
1454,2013,2013-04-29,119
1455,2009,2009-04-08,98
1455,2011,2011-04-08,98
1455,2013,2013-04-27,117
1456,2009,2009-04-22,112
1456,2011,2011-04-10,100
1456,2013,2013-05-07,127
1457,2009,2009-04-04,94
1457,2011,2011-04-08,98
1457,2013,2013-04-25,115
1458,2009,2009-04-22,112
1458,2010,2010-05-03,123
1458,2011,2011-04-16,106
1458,2012,2012-05-08,129
1458,2013,2013-05-11,131
1458,2015,2015-04-23,113
1458,2016,2016-04-18,109
1458,2017,2017-05-10,130
1458,2018,2018-05-20,140
1459,2009,2009-04-16,106
1459,2010,2010-04-25,115
1459,2011,2011-04-10,100
1459,2012,2012-03-30,90
1459,2013,2013-04-29,119
1459,2015,2015-04-21,111
1459,2016,2016-04-13,104
1459,2017,2017-04-10,100
1459,2018,2018-04-21,111
1459,2021,2021-04-26,116
1459,2022,2022-04-20,110
1459,2023,2023-04-26,116
1459,2024,2024-04-10,101
1460,2009,2009-04-04,94
1460,2011,2011-04-06,96
1460,2013,2013-04-25,115
1460,2018,2018-04-21,111
1460,2021,2021-04-20,110
1460,2022,2022-04-11,101
1460,2023,2023-04-17,107
1460,2024,2024-04-10,101
1461,2009,2009-04-12,102
1461,2011,2011-04-08,98
1461,2013,2013-04-27,117
1461,2022,2022-04-11,101
1461,2024,2024-04-10,101
1462,2009,2009-04-16,106
1462,2011,2011-04-06,96
1462,2013,2013-04-25,115
1463,2009,2009-04-14,104
1463,2011,2011-04-10,100
1463,2013,2013-05-03,123
1463,2022,2022-04-20,110
1463,2024,2024-04-10,101
1464,2009,2009-04-18,108
1464,2011,2011-04-12,102
1464,2013,2013-05-01,121
1465,2009,2009-04-04,94
1465,2010,2010-04-19,109
1465,2011,2011-04-08,98
1465,2012,2012-04-04,95
1465,2013,2013-04-27,117
1465,2015,2015-04-17,107
1465,2016,2016-04-14,105
1465,2017,2017-04-07,97
1465,2018,2018-04-12,102
1465,2022,2022-04-11,101
1465,2023,2023-04-17,107
1465,2024,2024-04-10,101
1466,2009,2009-04-08,98
1466,2010,2010-04-15,105
1466,2011,2011-04-08,98
1466,2012,2012-04-04,95
1466,2013,2013-04-27,117
1466,2015,2015-04-17,107
1466,2016,2016-04-14,105
1466,2017,2017-04-10,100
1466,2018,2018-04-21,111
1466,2022,2022-04-20,110
1466,2023,2023-04-17,107
1466,2024,2024-04-25,116
1467,2009,2009-04-10,100
1467,2011,2011-04-04,94
1467,2013,2013-04-29,119
1468,2009,2009-04-10,100
1468,2011,2011-04-06,96
1468,2013,2013-05-01,121
1469,2009,2009-04-20,110
1469,2010,2010-04-29,119
1469,2011,2011-04-08,98
1469,2012,2012-04-04,95
1469,2013,2013-04-27,117
1469,2015,2015-04-21,111
1469,2016,2016-04-18,109
1469,2017,2017-04-10,100
1469,2018,2018-04-21,111
1469,2021,2021-04-30,120
1469,2022,2022-04-25,115
1469,2023,2023-04-26,116
1469,2024,2024-04-10,101
1470,2009,2009-04-02,92
1470,2011,2011-04-06,96
1470,2013,2013-04-27,117
1470,2022,2022-04-20,110
1471,2009,2009-04-20,110
1471,2011,2011-04-12,102
1471,2013,2013-04-29,119
1472,2009,2009-04-02,92
1472,2011,2011-04-12,102
1472,2013,2013-04-25,115
1473,2009,2009-04-08,98
1473,2011,2011-04-06,96
1473,2013,2013-04-29,119
1473,2023,2023-04-26,116
1473,2024,2024-04-10,101
1474,2009,2009-04-06,96
1474,2010,2010-04-17,107
1474,2011,2011-04-08,98
1474,2012,2012-03-30,90
1474,2013,2013-04-25,115
1474,2015,2015-04-17,107
1474,2016,2016-04-14,105
1474,2017,2017-04-07,97
1474,2018,2018-04-21,111
1474,2021,2021-04-20,110
1474,2022,2022-04-25,115
1474,2023,2023-04-17,107
1475,2009,2009-04-22,112
1475,2011,2011-04-12,102
1475,2013,2013-05-07,127
1475,2018,2018-04-21,111
1475,2021,2021-05-24,144
1475,2022,2022-04-20,110
1475,2024,2024-04-25,116
1476,2009,2009-04-22,112
1476,2011,2011-04-14,104
1476,2013,2013-05-09,129
1477,2009,2009-04-20,110
1477,2011,2011-04-14,104
1478,2009,2009-04-20,110
1478,2011,2011-04-14,104
1478,2013,2013-05-07,127
1479,2009,2009-04-22,112
1479,2011,2011-04-14,104
1479,2013,2013-05-07,127
1480,2009,2009-04-28,118
1480,2011,2011-04-10,100
1480,2013,2013-05-11,131
1481,2009,2009-04-16,106
1481,2011,2011-04-08,98
1481,2013,2013-05-05,125
1482,2009,2009-04-22,112
1482,2011,2011-04-10,100
1482,2013,2013-05-07,127
1483,2009,2009-04-22,112
1483,2010,2010-04-29,119
1483,2011,2011-04-12,102
1483,2012,2012-05-16,137
1483,2013,2013-05-07,127
1483,2015,2015-04-23,113
1483,2016,2016-04-18,109
1483,2017,2017-04-11,101
1483,2018,2018-04-25,115
1483,2021,2021-05-24,144
1483,2022,2022-04-20,110
1483,2024,2024-04-10,101
1484,2009,2009-04-24,114
1484,2010,2010-05-03,123
1484,2011,2011-04-18,108
1484,2012,2012-05-10,131
1484,2013,2013-05-11,131
1484,2015,2015-05-05,125
1484,2016,2016-04-18,109
1484,2017,2017-04-18,108
1484,2018,2018-04-25,115
1484,2021,2021-05-24,144
1484,2022,2022-04-20,110
1484,2024,2024-04-25,116
1485,2009,2009-04-10,100
1485,2011,2011-04-08,98
1485,2013,2013-05-01,121
1485,2023,2023-04-17,107
1486,2009,2009-04-20,110
1487,2009,2009-04-18,108
1487,2011,2011-04-12,102
1487,2013,2013-05-03,123
1488,2009,2009-04-08,98
1488,2010,2010-04-19,109
1488,2011,2011-04-08,98
1488,2012,2012-03-30,90
1488,2013,2013-04-25,115
1488,2015,2015-04-11,101
1488,2016,2016-04-13,104
1488,2017,2017-04-10,100
1488,2018,2018-04-21,111
1488,2021,2021-04-20,110
1488,2022,2022-04-20,110
1488,2023,2023-04-26,116
1488,2024,2024-04-25,116
1489,2009,2009-04-20,110
1489,2011,2011-04-12,102
1489,2013,2013-05-05,125
1490,2009,2009-04-16,106
1490,2011,2011-04-12,102
1490,2013,2013-05-05,125
1491,2009,2009-04-20,110
1491,2010,2010-05-01,121
1491,2011,2011-04-12,102
1491,2012,2012-04-28,119
1491,2013,2013-05-07,127
1491,2015,2015-04-21,111
1491,2016,2016-04-18,109
1491,2017,2017-04-13,103
1491,2018,2018-04-21,111
1491,2021,2021-05-24,144
1491,2022,2022-04-20,110
1491,2024,2024-04-25,116
1492,2009,2009-04-16,106
1492,2011,2011-04-12,102
1492,2013,2013-05-05,125
1493,2009,2009-04-16,106
1493,2010,2010-04-27,117
1493,2011,2011-04-12,102
1493,2012,2012-04-16,107
1493,2013,2013-05-03,123
1493,2015,2015-04-14,104
1493,2016,2016-04-18,109
1493,2017,2017-04-11,101
1493,2018,2018-04-21,111
1493,2021,2021-05-24,144
1493,2022,2022-04-20,110
1493,2023,2023-04-25,115
1493,2024,2024-04-11,102
1494,2009,2009-04-22,112
1494,2011,2011-04-12,102
1494,2013,2013-05-09,129
1495,2009,2009-04-24,114
1495,2011,2011-04-18,108
1495,2013,2013-05-07,127
1495,2018,2018-04-21,111
1495,2022,2022-04-20,110
1495,2024,2024-04-11,102
1496,2009,2009-04-30,120
1496,2011,2011-04-20,110
1496,2013,2013-05-07,127
1496,2024,2024-04-11,102
1497,2009,2009-04-26,116
1497,2011,2011-04-20,110
1497,2013,2013-05-09,129
1497,2021,2021-05-24,144
1497,2022,2022-04-22,112
1497,2024,2024-04-11,102
1498,2009,2009-04-26,116
1498,2011,2011-04-12,102
1498,2016,2016-05-10,131
1498,2017,2017-04-27,117
1498,2018,2018-04-21,111
1498,2021,2021-05-24,144
1498,2022,2022-04-25,115
1498,2024,2024-04-11,102
1499,2009,2009-04-10,100
1499,2011,2011-04-08,98
1499,2013,2013-05-01,121
1500,2009,2009-04-10,100
1500,2011,2011-04-08,98
1500,2013,2013-04-25,115
1500,2016,2016-04-24,115
1500,2017,2017-04-13,103
1500,2018,2018-04-21,111
1501,2009,2009-04-10,100
1501,2011,2011-04-10,100
1501,2013,2013-05-01,121
1502,2009,2009-04-10,100
1502,2011,2011-04-06,96
1502,2013,2013-04-25,115
1503,2009,2009-04-10,100
1503,2011,2011-04-06,96
1503,2013,2013-04-29,119
1504,2009,2009-04-14,104
1504,2011,2011-04-10,100
1504,2013,2013-05-01,121
1504,2018,2018-04-21,111
1504,2022,2022-04-11,101
1504,2024,2024-04-11,102
1505,2009,2009-04-04,94
1505,2011,2011-04-06,96
1505,2013,2013-04-25,115
1505,2016,2016-04-24,115
1505,2017,2017-04-15,105
1505,2018,2018-05-02,122
1505,2021,2021-04-20,110
1505,2022,2022-04-11,101
1505,2023,2023-04-17,107
1505,2024,2024-04-11,102
1506,2009,2009-04-16,106
1506,2010,2010-04-21,111
1506,2011,2011-04-10,100
1506,2012,2012-04-20,111
1506,2013,2013-05-07,127
1506,2015,2015-04-21,111
1506,2016,2016-04-18,109
1506,2017,2017-04-10,100
1506,2018,2018-04-21,111
1506,2021,2021-04-30,120
1506,2022,2022-04-20,110
1506,2023,2023-04-26,116
1506,2024,2024-04-11,102
1507,2009,2009-04-14,104
1507,2011,2011-04-12,102
1507,2013,2013-05-01,121
1508,2009,2009-05-04,124
1508,2011,2011-04-16,106
1508,2013,2013-05-09,129
1509,2009,2009-04-20,110
1509,2011,2011-04-12,102
1509,2013,2013-05-05,125
1509,2018,2018-04-21,111
1509,2021,2021-04-14,104
1509,2022,2022-04-20,110
1509,2024,2024-04-11,102
1510,2009,2009-04-08,98
1510,2011,2011-04-08,98
1510,2013,2013-04-25,115
1510,2016,2016-04-24,115
1510,2017,2017-04-13,103
1510,2018,2018-05-02,122
1510,2021,2021-04-08,98
1510,2022,2022-04-04,94
1510,2023,2023-04-17,107
1511,2009,2009-04-20,110
1511,2011,2011-04-12,102
1511,2013,2013-05-07,127
1512,2009,2009-04-14,104
1512,2011,2011-04-10,100
1512,2013,2013-04-25,115
1513,2009,2009-04-14,104
1513,2011,2011-04-12,102
1513,2013,2013-05-05,125
1513,2023,2023-04-26,116
1513,2024,2024-04-11,102
1514,2009,2009-04-20,110
1514,2011,2011-04-16,106
1514,2013,2013-05-03,123
1515,2009,2009-04-16,106
1515,2011,2011-04-12,102
1515,2013,2013-05-01,121
1516,2009,2009-04-18,108
1516,2011,2011-04-12,102
1516,2013,2013-05-05,125
1517,2009,2009-04-18,108
1517,2011,2011-04-12,102
1517,2013,2013-05-01,121
1518,2009,2009-04-22,112
1518,2011,2011-04-12,102
1518,2013,2013-05-07,127
1519,2009,2009-04-22,112
1519,2011,2011-04-12,102
1519,2013,2013-05-07,127
1520,2009,2009-04-22,112
1520,2011,2011-04-14,104
1520,2013,2013-05-05,125
1520,2018,2018-04-21,111
1520,2022,2022-04-11,101
1520,2024,2024-04-11,102
1521,2009,2009-04-20,110
1521,2010,2010-04-27,117
1521,2011,2011-04-10,100
1521,2012,2012-04-24,115
1521,2013,2013-05-01,121
1522,2009,2009-04-30,120
1522,2011,2011-04-20,110
1522,2013,2013-05-17,137
1523,2009,2009-04-18,108
1523,2011,2011-04-12,102
1523,2013,2013-05-05,125
1524,2009,2009-04-24,114
1524,2011,2011-04-16,106
1524,2012,2012-05-12,133
1524,2013,2013-05-11,131
1524,2015,2015-04-21,111
1524,2016,2016-04-18,109
1524,2017,2017-04-18,108
1524,2018,2018-04-21,111
1525,2009,2009-04-18,108
1525,2011,2011-04-12,102
1525,2013,2013-05-01,121
1526,2009,2009-04-22,112
1526,2011,2011-04-12,102
1526,2013,2013-05-07,127
1526,2018,2018-04-21,111
1526,2022,2022-04-11,101
1526,2024,2024-04-11,102
1527,2009,2009-04-18,108
1527,2011,2011-04-10,100
1527,2013,2013-05-07,127
1528,2009,2009-04-18,108
1528,2011,2011-04-12,102
1528,2013,2013-05-01,121
1528,2024,2024-04-11,102
1529,2009,2009-04-22,112
1529,2011,2011-04-12,102
1529,2013,2013-04-29,119
1530,2009,2009-04-14,104
1530,2011,2011-04-12,102
1530,2013,2013-05-01,121
1530,2018,2018-04-12,102
1530,2021,2021-04-30,120
1530,2022,2022-04-11,101
1530,2023,2023-04-17,107
1530,2024,2024-04-11,102
1531,2009,2009-04-22,112
1531,2010,2010-05-01,121
1531,2011,2011-04-16,106
1531,2012,2012-04-24,115
1531,2013,2013-05-07,127
1531,2015,2015-04-21,111
1531,2016,2016-04-18,109
1531,2017,2017-04-10,100
1531,2018,2018-04-21,111
1531,2021,2021-05-23,143
1531,2022,2022-04-11,101
1531,2024,2024-04-11,102
1532,2009,2009-04-12,102
1532,2010,2010-04-25,115
1532,2011,2011-04-12,102
1532,2012,2012-03-30,90
1532,2013,2013-05-01,121
1532,2015,2015-04-21,111
1532,2016,2016-04-18,109
1532,2017,2017-04-10,100
1532,2018,2018-04-21,111
1532,2021,2021-05-23,143
1532,2022,2022-04-22,112
1532,2023,2023-04-25,115
1532,2024,2024-04-11,102
1533,2009,2009-04-22,112
1533,2011,2011-04-08,98
1533,2013,2013-05-01,121
1533,2018,2018-04-21,111
1533,2022,2022-04-11,101
1533,2024,2024-04-11,102
1534,2009,2009-04-12,102
1534,2011,2011-04-08,98
1534,2013,2013-05-01,121
1535,2009,2009-04-14,104
1535,2011,2011-04-10,100
1535,2013,2013-05-03,123
1535,2018,2018-04-12,102
1535,2022,2022-04-11,101
1535,2024,2024-04-11,102
1536,2009,2009-04-24,114
1536,2011,2011-04-20,110
1536,2013,2013-05-13,133
1537,2009,2009-04-22,112
1537,2011,2011-04-18,108
1537,2013,2013-05-09,129
1538,2009,2009-04-22,112
1538,2011,2011-04-12,102
1538,2013,2013-05-09,129
1538,2018,2018-05-02,122
1538,2021,2021-05-24,144
1538,2022,2022-04-22,112
1538,2024,2024-04-09,100
1539,2009,2009-04-16,106
1539,2011,2011-05-06,126
1540,2009,2009-04-22,112
1540,2011,2011-04-12,102
1540,2013,2013-05-07,127
1541,2009,2009-04-16,106
1541,2011,2011-04-12,102
1541,2013,2013-05-01,121
1542,2009,2009-04-24,114
1542,2010,2010-05-03,123
1542,2011,2011-04-16,106
1542,2012,2012-05-02,123
1542,2013,2013-05-09,129
1542,2015,2015-05-01,121
1542,2016,2016-05-10,131
1542,2017,2017-04-25,115
1542,2018,2018-04-25,115
1542,2021,2021-05-24,144
1542,2022,2022-04-28,118
1543,2009,2009-04-16,106
1543,2011,2011-04-12,102
1543,2013,2013-05-07,127
1543,2018,2018-04-21,111
1543,2022,2022-04-22,112
1543,2024,2024-04-09,100
1544,2009,2009-04-14,104
1544,2010,2010-04-25,115
1544,2011,2011-04-10,100
1544,2012,2012-03-30,90
1544,2013,2013-05-01,121
1544,2015,2015-04-17,107
1544,2016,2016-04-18,109
1544,2017,2017-04-10,100
1544,2018,2018-04-21,111
1544,2021,2021-04-30,120
1544,2022,2022-04-11,101
1544,2023,2023-04-17,107
1544,2024,2024-04-11,102
1545,2009,2009-04-12,102
1545,2011,2011-04-10,100
1545,2013,2013-04-27,117
1546,2009,2009-04-12,102
1546,2010,2010-04-19,109
1546,2011,2011-04-08,98
1546,2012,2012-03-30,90
1546,2013,2013-05-01,121
1546,2015,2015-04-17,107
1546,2016,2016-04-13,104
1546,2017,2017-04-07,97
1546,2018,2018-04-12,102
1546,2021,2021-04-20,110
1546,2022,2022-04-11,101
1546,2023,2023-04-25,115
1547,2009,2009-04-18,108
1547,2011,2011-04-12,102
1547,2013,2013-05-07,127
1547,2023,2023-04-17,107
1548,2009,2009-04-24,114
1548,2011,2011-04-14,104
1548,2013,2013-05-05,125
1549,2011,2011-04-13,103
1549,2013,2013-05-04,124
1549,2018,2018-04-20,110
1549,2022,2022-04-20,110
1549,2024,2024-04-12,103
1550,2010,2010-05-02,122
1550,2012,2012-05-18,139
1550,2013,2013-05-07,127
1550,2015,2015-04-28,118
1550,2016,2016-04-20,111
1550,2017,2017-04-17,107
1550,2018,2018-05-02,122
1550,2022,2022-04-08,98
1551,2010,2010-04-28,118
1551,2012,2012-04-20,111
1552,2010,2010-04-22,112
1552,2012,2012-04-16,107
1552,2013,2013-05-05,125
1552,2015,2015-04-18,108
1552,2016,2016-04-17,108
1552,2017,2017-04-07,97
1552,2018,2018-04-18,108
1552,2023,2023-04-28,118
1553,2010,2010-04-26,116
1553,2012,2012-04-24,115
1554,2010,2010-04-16,106
1554,2012,2012-04-04,95
1554,2018,2018-04-18,108
1554,2022,2022-04-12,102
1554,2024,2024-04-15,106
1555,2010,2010-05-08,128
1555,2012,2012-05-18,139
1555,2013,2013-05-15,135
1555,2015,2015-05-07,127
1555,2016,2016-05-07,128
1555,2017,2017-05-06,126
1555,2018,2018-04-25,115
1555,2021,2021-06-09,160
1555,2022,2022-04-22,112
1555,2024,2024-05-02,123
1556,2010,2010-04-16,106
1556,2012,2012-04-26,117
1556,2016,2016-04-30,121
1556,2017,2017-04-14,104
1556,2018,2018-04-18,108
1556,2022,2022-04-08,98
1557,2010,2010-04-28,118
1557,2012,2012-04-30,121
1558,2010,2010-04-28,118
1558,2012,2012-04-16,107
1559,2010,2010-04-26,116
1559,2012,2012-04-20,111
1560,2010,2010-04-30,120
1560,2012,2012-04-22,113
1560,2018,2018-04-22,112
1560,2022,2022-04-19,109
1560,2024,2024-04-15,106
1562,2010,2010-04-26,116
1562,2012,2012-04-16,107
1562,2016,2016-04-25,116
1562,2018,2018-04-22,112
1562,2022,2022-04-08,98
1562,2024,2024-04-15,106
1563,2010,2010-05-06,126
1563,2012,2012-05-16,137
1564,2010,2010-04-28,118
1564,2012,2012-04-22,113
1564,2013,2013-05-03,123
1564,2015,2015-04-18,108
1564,2016,2016-04-17,108
1564,2017,2017-04-10,100
1564,2018,2018-04-25,115
1564,2022,2022-05-03,123
1564,2023,2023-04-28,118
1565,2010,2010-04-28,118
1565,2012,2012-04-28,119
1566,2010,2010-04-30,120
1567,2010,2010-04-24,114
1567,2012,2012-04-06,97
1568,2010,2010-04-24,114
1568,2012,2012-04-16,107
1568,2022,2022-04-19,109
1568,2024,2024-04-05,96
1569,2010,2010-04-26,116
1569,2012,2012-04-10,101
1569,2018,2018-04-18,108
1569,2021,2021-05-06,126
1569,2022,2022-04-19,109
1569,2023,2023-04-28,118
1570,2010,2010-04-26,116
1570,2012,2012-04-06,97
1570,2013,2013-05-01,121
1570,2015,2015-04-19,109
1570,2016,2016-04-17,108
1570,2017,2017-04-10,100
1570,2018,2018-04-22,112
1570,2021,2021-05-06,126
1570,2022,2022-04-19,109
1570,2023,2023-04-28,118
1571,2010,2010-04-26,116
1571,2012,2012-04-20,111
1572,2010,2010-05-08,128
1573,2010,2010-05-02,122
1573,2012,2012-05-04,125
1573,2013,2013-05-07,127
1573,2015,2015-04-26,116
